loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount
0.12361667059100534,0.057692307692307696,0.0,0.09090909090909091,0.06397338707097845,0.0453905077057813,0.16,0.13238795891530702,0.18273319634753318,0.007612164193381702,0.04463059599011251,0.007612195740776997,0.11210762331838556,0.022727272727272728,0.3181818181818182,0.0,0.40625,0.1592920353982301,0.0652487783207462,0.0671059053196681,0.060000000000000005
0.04120555686366845,0.15384615384615385,0.25,0.0,0.07197006045485076,0.04844830292136479,0.06,0.31986352489604386,0.08070807740063927,0.019636482518872265,0.0480637187585827,0.019636384043226946,0.06005765534913512,0.0,0.022727272727272728,0.0,0.5,0.08849557522123894,0.0763549533540647,0.07320644216691065,0.16
0.023546032493524827,0.019230769230769232,0.0,0.030303030303030304,0.02159101813645523,0.012081154205689228,0.36,0.06319525891175311,0.10191523728943899,0.0009669527647299074,0.01373249107388077,0.0009669365602351359,0.02802690582959639,0.0,0.06818181818181818,0.0,0.21875,0.07079646017699115,0.01943580630830738,0.026435659671384403,0.019999999999999997
0.12361667059100534,0.15384615384615385,0.21875,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16
0.0941841299740993,0.19230769230769235,0.21875,0.09090909090909091,0.11355276205098676,0.08769229867132713,0.08,0.28776610868251723,0.16235014888964538,0.031974683752823786,0.08926119198022502,0.031974761453008024,0.10409993593850086,0.022727272727272728,0.1590909090909091,0.0,0.625,0.19469026548672566,0.11800310972900908,0.11591020009760854,0.19999999999999998
0.014716270308453017,0.0,0.0,0.0,0.017592681444519073,0.009843352014209775,0.38,0.05830845505917466,0.08993813662685263,0.0007272896659461134,0.010299368305410577,0.0007273057175245981,0.020019218449711704,0.0,0.045454545454545456,0.0,0.28125,0.05309734513274336,0.02082407818747219,0.014234585976899293,0.0
0.07946785966564629,0.019230769230769232,0.0,0.030303030303030304,0.10395675399033999,0.07636585871547667,0.1,0.23845381526104378,0.17059127319876444,0.023077928573405446,0.07552870090634424,0.02307795872491594,0.11210762331838556,0.0,0.022727272727272728,0.0,0.5,0.16814159292035397,0.1096734784540202,0.10370912640312342,0.019999999999999997
0.4356016011302093,0.2884615384615385,0.3125,0.2424242424242424,0.39983366919361535,0.38603003996343593,0.08,0.29898354479866324,0.6879690573252587,0.14623512177607226,0.3845097500686616,0.14623515692907427,0.4604420243433692,0.0,0.7954545454545455,0.0,0.6875,0.7522123893805309,0.40537538871612533,0.42297055474215045,0.3
0.0853543677890275,0.1153846153846154,0.0,0.0,0.05357771167194445,0.03470998404266083,0.08,0.25911166791057993,0.07136813651697102,0.011397841886369778,0.034331227684701926,0.01139784085764117,0.08408071748878916,0.09090909090909091,0.11363636363636365,0.125,0.4375,0.07964601769911504,0.05136605952909807,0.06100536847242555,0.12000000000000001
0.07652460560395569,0.07692307692307693,0.0625,0.06060606060606061,0.048779707641621074,0.032837513938736115,0.14,0.15548921349113243,0.11251881723383883,0.006469743227141427,0.034331227684701926,0.00646974264320545,0.09609224855861619,0.0,0.06818181818181818,0.0,0.40625,0.11504424778761062,0.04581297201243882,0.05693834390759717,0.08
0.12067341652931474,0.13461538461538464,0.0,0.21212121212121213,0.11435242938937398,0.08531477699808694,0.12,0.1714823897359346,0.26514443943872373,0.018535112118375253,0.08582806921175481,0.018535126562683118,0.1561499039077513,0.022727272727272728,0.06818181818181818,0.0,0.40625,0.21238938053097345,0.11939138160817389,0.11591020009760854,0.13999999999999999
0.06180833529550267,0.038461538461538464,0.0,0.030303030303030304,0.04718037296484661,0.030132453152515816,0.18,0.12772328251057305,0.12570461612842931,0.004876620250518502,0.030898104916231732,0.004876748748140604,0.08007687379884681,0.0,0.06818181818181818,0.0,0.34375,0.09734513274336283,0.049977787649933256,0.04677078249552625,0.04
0.02648928655521543,0.019230769230769232,0.0,0.030303030303030304,0.022390685474842457,0.012826706522297789,0.36,0.06108504815723059,0.1118595272891093,0.0009928209068649435,0.01373249107388077,0.0009927563483722278,0.03203074951953873,0.022727272727272728,0.045454545454545456,0.0,0.25,0.07079646017699115,0.023600621945801818,0.022368635106556033,0.019999999999999997
0.23840357899693887,0.44230769230769235,0.6875,0.5757575757575758,0.20871317531906722,0.16869982180956034,0.06,0.34041031382165776,0.26410056369290197,0.07275596294232235,0.16822301565503944,0.07275581132063877,0.2362267777065981,0.4090909090909091,0.13636363636363635,0.0,0.59375,0.2743362831858407,0.22351177254553484,0.2033512282414185,0.46
0.005886508123381207,0.0,0.0,0.0,0.008796340722259537,0.003993457646718963,1.0,0.02221274478444749,0.09576186447196341,0.00011240150981292397,0.0034331227684701927,0.00011227256189948923,0.012011531069827023,0.0,0.022727272727272728,0.0,0.125,0.04424778761061947,0.008329631274988876,0.010167561412070925,0.0
0.12950317871438655,0.21153846153846156,0.28125,0.0,0.12074976809647184,0.0920327645391404,0.06,0.40504940114439997,0.1210346456865952,0.047240642925340956,0.0926943147486952,0.0472406386615688,0.14413837283792427,0.09090909090909091,0.13636363636363635,0.0,0.65625,0.16814159292035397,0.11800310972900908,0.1342118106393362,0.22
0.0882976218507181,0.07692307692307693,0.0,0.06060606060606061,0.05117870965678276,0.03403772719189398,0.16,0.13838540000710786,0.131033876514993,0.005969255116412903,0.034331227684701926,0.005969302929312378,0.11611146700832789,0.0,0.06818181818181818,0.0,0.375,0.11504424778761062,0.05136605952909807,0.05490483162518299,0.08
0.22957381681186706,0.2692307692307693,0.0,0.3939393939393939,0.1535361289703483,0.11856801365714395,0.16,0.1317215765717736,0.4794686123045466,0.019796333131766524,0.12015929689645673,0.01979623464169366,0.2522421524663675,0.0,0.38636363636363635,0.0,0.28125,0.2920353982300885,0.14576854731230535,0.17691556857003407,0.27999999999999997
0.0941841299740993,0.038461538461538464,0.0,0.030303030303030304,0.07037072577807629,0.046801445423234056,0.18,0.1296113658172511,0.19245772303229366,0.007684192060796953,0.0480637187585827,0.007684143015585972,0.08408071748878916,0.0,0.045454545454545456,1.0,0.3125,0.1327433628318584,0.07357840959573507,0.07117292988449647,0.04
0.07063809748057448,0.038461538461538464,0.0,0.06060606060606061,0.048779707641621074,0.03321773416778994,0.24,0.09473735650566853,0.1868537585020927,0.003987304146638731,0.034331227684701926,0.003987271552316744,0.08007687379884681,0.045454545454545456,0.06818181818181818,0.0,0.3125,0.1504424778761062,0.04442470013327401,0.05897185619001136,0.04
0.13538968683776775,0.15384615384615385,0.0,0.12121212121212122,0.11915043341969737,0.08681275308122671,0.08,0.31097842698226486,0.1487248233652352,0.03420862749660499,0.08582806921175481,0.03420860829183507,0.1561499039077513,0.022727272727272728,0.18181818181818182,0.0,0.5,0.1592920353982301,0.11939138160817389,0.12811127379209364,0.16
0.11184365434424293,0.057692307692307696,0.0,0.06060606060606061,0.1199501007580846,0.09015227774363925,0.12,0.1717045171837791,0.27970375905150074,0.019616513280177366,0.08926119198022502,0.019616656564650288,0.12011531069827024,0.11363636363636365,0.11363636363636365,0.0,0.375,0.23008849557522124,0.11522656597067946,0.13624532292175037,0.060000000000000005
0.023546032493524827,0.09615384615384616,0.125,0.06060606060606061,0.10635575600550168,0.07749048601948529,0.08,0.24989337882503426,0.16520707198347334,0.024537230251494287,0.07896182367481443,0.02453721191963023,0.03603459320948107,0.0,0.022727272727272728,0.0,0.5625,0.1415929203539823,0.12910928476232758,0.0813404912965674,0.1
0.13538968683776775,0.19230769230769235,0.3125,0.2727272727272727,0.14473978824808875,0.12037978595341853,0.1,0.22212744784447488,0.2887689957915317,0.033882624436813474,0.12015929689645673,0.03388252467536214,0.16015374759769363,0.0,0.18181818181818182,0.0,0.625,0.3185840707964602,0.15132163482896457,0.1464128843338213,0.19999999999999998
0.014716270308453017,0.0,0.0,0.0,0.03358602821226369,0.02043225634502811,0.28,0.07996588122401097,0.1361433735866468,0.002070370052486202,0.020598736610821154,0.002070514920611511,0.020019218449711704,0.0,0.045454545454545456,0.0,0.28125,0.08849557522123894,0.03609506885828513,0.03253619651862696,0.0
0.05592182717212146,0.038461538461538464,0.0,0.0,0.06397338707097845,0.038918747120289796,0.08,0.24756104062266726,0.08378476380937706,0.012206297884896602,0.03776435045317212,0.012206377369304933,0.06406149903907746,0.045454545454545456,0.045454545454545456,0.0,0.375,0.061946902654867256,0.07496668147489989,0.052871319342768806,0.04
0.03237579467859664,0.019230769230769232,0.0,0.030303030303030304,0.02718868950516584,0.01710303885749957,0.36,0.06052972953761941,0.15042798905578647,0.0013128767115487758,0.017165613842350963,0.0013127476552847255,0.04804612427930809,0.0,0.022727272727272728,0.0,0.3125,0.09734513274336283,0.03054198134162588,0.024402147388970216,0.019999999999999997
0.03826230280197784,0.019230769230769232,0.0,0.0,0.06557272174775292,0.03248706999268048,0.08,0.31097842698226486,0.055655059500917356,0.01280166808456529,0.030898104916231732,0.012801683046353388,0.05605381165919278,0.0,0.022727272727272728,0.0,0.21875,0.035398230088495575,0.06941359395824064,0.06507239303725391,0.019999999999999997
0.1736519896397456,0.019230769230769232,0.0,0.030303030303030304,0.2550938809455266,0.1944276755616514,0.06,0.3223069268223331,0.3214587888843706,0.07939735458923831,0.19568799780280097,0.07939729907145275,0.22021140294682875,0.0,0.13636363636363635,0.0,0.34375,0.25663716814159293,0.2304531319413589,0.3111273792093703,0.019999999999999997
0.0882976218507181,0.057692307692307696,0.0,0.09090909090909091,0.06397338707097845,0.04450867163237332,0.18,0.12183690514269449,0.1946553561813921,0.0068705785510656345,0.04463059599011251,0.006870674634278045,0.08007687379884681,0.09090909090909091,0.1590909090909091,0.0,0.40625,0.1415929203539823,0.07357840959573507,0.05490483162518299,0.060000000000000005
0.011773016246762413,0.057692307692307696,0.0625,0.0,0.019192016121293537,0.011461578470996095,0.26,0.08885097913778996,0.06873097673805292,0.001290393186141688,0.010299368305410577,0.0012904091868964549,0.020019218449711704,0.0,0.022727272727272728,0.0,0.375,0.05309734513274336,0.022212350066637004,0.01626809825931348,0.060000000000000005
0.11478690840593353,0.0,0.0,0.0,0.17672648178357797,0.13084958515224407,0.16,0.14338326758360853,0.48611645258056935,0.023780478302792507,0.13045866520186733,0.023780605094219722,0.12411915438821257,0.0,0.2272727272727273,0.0,0.21875,0.25663716814159293,0.15826299422478865,0.21758581421831777,0.0
0.011773016246762413,0.019230769230769232,0.0,0.0,0.016793014106131845,0.008899672891497866,0.34,0.06475015104666443,0.07318118386497721,0.0007305936965614918,0.010299368305410577,0.0007304969272943511,0.020019218449711704,0.0,0.022727272727272728,0.0,0.21875,0.05309734513274336,0.01527099067081294,0.02033512282414185,0.019999999999999997
0.023546032493524827,0.019230769230769232,0.0,0.0,0.02558935482839138,0.013560806422368581,0.2,0.11550627287912694,0.06257760392057736,0.001984852069826699,0.01373249107388077,0.0019849324767863188,0.03603459320948107,0.0,0.022727272727272728,0.0,0.25,0.04424778761061947,0.02637716570413144,0.026435659671384403,0.019999999999999997
0.0029432540616906033,0.0,0.0,0.0,0.011195342737421229,0.005747967860304696,0.44,0.04997867576500685,0.06125902403111831,0.00036400747047962256,0.006866245536940385,0.0003640880237309018,0.012011531069827023,0.0,0.0,0.0,0.28125,0.02654867256637168,0.01527099067081294,0.006100536847242554,0.0
0.07652460560395569,0.019230769230769232,0.0,0.030303030303030304,0.03598503022742538,0.023628625800718568,0.48,0.045758254255961826,0.2753084927533039,0.001369270873125406,0.02403185937929135,0.0013693191012030727,0.04003843689942341,0.29545454545454547,0.11363636363636365,0.0,0.21875,0.1504424778761062,0.03470679697912032,0.0406702456482837,0.019999999999999997
0.02648928655521543,0.019230769230769232,0.0,0.030303030303030304,0.026389022166778613,0.016333436466161703,0.38,0.05908590112663033,0.1473513026470487,0.001222491327690032,0.017165613842350963,0.0012225234517944383,0.04003843689942341,0.0,0.022727272727272728,0.0,0.28125,0.09734513274336283,0.027765437583296255,0.026435659671384403,0.019999999999999997
0.0824111137273369,0.07692307692307693,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
0.011773016246762413,0.019230769230769232,0.0,0.030303030303030304,0.006397338707097845,0.0025722127543822172,0.8,0.02776593098055936,0.04933686419725941,9.049820441634186e-05,0.0034331227684701927,9.051431346935566e-05,0.020019218449711704,0.0,0.022727272727272728,0.0,0.15625,0.017699115044247787,0.008329631274988876,0.00406702456482837,0.019999999999999997
0.47092064987049653,0.09615384615384616,0.0,0.15151515151515152,0.6037488404823591,0.5187944691607944,0.06,0.4388127732167601,0.6299515421890606,0.28846509764018274,0.5184015380389991,0.2884650554871295,0.6366111467008322,0.0,0.06818181818181818,0.0,0.40625,0.45132743362831856,0.6177809862283417,0.6303888075483973,0.1
0.06180833529550267,0.07692307692307693,0.0,0.06060606060606061,0.06957105843968907,0.049362205761078505,0.18,0.12217009631446119,0.21525816695418973,0.007641449186689716,0.0480637187585827,0.007641496848662909,0.07206918641896214,0.0,0.11363636363636365,0.0,0.34375,0.17699115044247787,0.0652487783207462,0.0813404912965674,0.08
0.1765952437014362,0.13461538461538464,0.09375,0.21212121212121213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13999999999999999
0.185425005886508,0.038461538461538464,0.0,0.06060606060606061,0.1879218245209992,0.15961461977015065,0.1,0.2064674627714394,0.4119463337984979,0.04175177774318157,0.15792364734962885,0.041751757857593774,0.22021140294682875,0.0,0.2272727272727273,0.0,0.3125,0.3274336283185841,0.10550866281652577,0.15047990889864968,0.019999999999999997
0.05592182717212146,0.0,0.0,0.0,0.06957105843968907,0.04789858692755203,0.22,0.09706969470803553,0.26305668794708026,0.005888346659392416,0.0480637187585827,0.005888362245152282,0.05605381165919278,0.022727272727272728,0.11363636363636365,0.0,0.34375,0.1504424778761062,0.08329631274988876,0.05490483162518299,0.0
0.05592182717212146,0.17307692307692307,0.1875,0.15151515151515152,0.10315708665195275,0.07637845637366822,0.08,0.2882103635782062,0.14119792982957313,0.027890579567765722,0.07552870090634424,0.02789059316768242,0.07206918641896214,0.0,0.06818181818181818,0.0,0.53125,0.16814159292035397,0.0985673034207017,0.11794371238002271,0.18
0.0824111137273369,0.07692307692307693,0.0,0.12121212121212122,0.06397338707097845,0.04495646111899997,0.2,0.11572840032697142,0.20696210181634322,0.006593233386044012,0.04463059599011251,0.006593329494288609,0.08007687379884681,0.022727272727272728,0.20454545454545456,0.0,0.34375,0.16814159292035397,0.06108396268325176,0.07320644216691065,0.08
0.11478690840593353,0.2884615384615385,0.28125,0.36363636363636365,0.1431404535713143,0.10156002985690783,0.06,0.354071151864093,0.15284538551979474,0.04555821441876773,0.10299368305410578,0.04555829089295088,0.1561499039077513,0.0,0.045454545454545456,0.0,0.46875,0.1415929203539823,0.15409817858729422,0.13827883520416456,0.3
0.011773016246762413,0.0,0.0,0.0,0.015193679429357383,0.007527673390273515,0.42,0.05331058748267397,0.07521399452789324,0.0005084983703180027,0.006866245536940385,0.0005085627933069887,0.024023062139654047,0.0,0.0,0.0,0.1875,0.04424778761061947,0.01527099067081294,0.01626809825931348,0.0
0.029432540616906033,0.057692307692307696,0.09375,0.06060606060606061,0.02478968749000415,0.015343947677298728,0.2,0.11339606212460444,0.072082367290428,0.0022056580182690647,0.01373249107388077,0.002205706170857407,0.03603459320948107,0.0,0.06818181818181818,0.0,0.4375,0.061946902654867256,0.03193025322079069,0.022368635106556033,0.060000000000000005
0.04120555686366845,0.038461538461538464,0.0,0.030303030303030304,0.02159101813645523,0.011442109362881892,0.42,0.05231101396737384,0.11641961607348852,0.0007591372976338589,0.010299368305410577,0.0007592178152221275,0.06005765534913512,0.0,0.022727272727272728,0.0,0.1875,0.061946902654867256,0.022212350066637004,0.022368635106556033,0.04
0.0029432540616906033,0.0,0.0,0.0,0.005597671368710614,0.0022503998496709956,0.8,0.02776593098055936,0.043183491379783855,7.918391421148488e-05,0.0034331227684701927,7.92000242856862e-05,0.008007687379884682,0.0,0.022727272727272728,0.0,0.15625,0.017699115044247787,0.006941359395824064,0.00406702456482837,0.0
0.05592182717212146,0.019230769230769232,0.0,0.0,0.06157438505581676,0.03811249699603108,0.08,0.3094235348473535,0.06565429032931513,0.014941535600532038,0.03776435045317212,0.014941534251962256,0.0680653427290198,0.0,0.09090909090909091,0.0,0.40625,0.061946902654867256,0.0652487783207462,0.06100536847242555,0.019999999999999997
0.020602778431834223,0.038461538461538464,0.0,0.030303030303030304,0.022390685474842457,0.01362150423001874,0.26,0.08563013114404507,0.08471875789774388,0.0014788357517758588,0.01373249107388077,0.0014789806732909457,0.03203074951953873,0.0,0.022727272727272728,0.0,0.375,0.061946902654867256,0.02637716570413144,0.018301610541727662,0.04
0.005886508123381207,0.0,0.0,0.0,0.011195342737421229,0.005546405329240017,0.38,0.05919696485055256,0.04988627248453401,0.0004163078575376866,0.006866245536940385,0.0004163078199632223,0.012011531069827023,0.0,0.022727272727272728,0.0,0.25,0.02654867256637168,0.013882718791648128,0.00813404912965674,0.0
0.41499882269837507,0.3461538461538462,0.34375,0.5151515151515151,0.31346959664779445,0.2989103621189971,0.12,0.19125173259409287,0.8325733185359344,0.07245294304183586,0.2986816808569068,0.07245293650249131,0.5084881486226773,0.022727272727272728,0.29545454545454547,0.25,0.5,0.7522123893805309,0.29014882274544584,0.37213274768179583,0.36
0.06475158935719327,0.1153846153846154,0.0,0.0,0.10475642132872721,0.08089872518112441,0.12,0.18791982087642578,0.2293230191084196,0.019267091896072952,0.08239494644328461,0.019267074039872812,0.08808456117873151,0.0,0.045454545454545456,0.0,0.5,0.23008849557522124,0.10550866281652577,0.11184317553278017,0.12000000000000001
0.02648928655521543,0.038461538461538464,0.0625,0.030303030303030304,0.02319035281322969,0.014108231932873791,0.24,0.09162757223584589,0.08202665729009832,0.0016380255585470448,0.01373249107388077,0.0016379609418204553,0.04003843689942341,0.0,0.022727272727272728,0.0,0.34375,0.07079646017699115,0.023600621945801818,0.024402147388970216,0.04
0.05592182717212146,0.019230769230769232,0.0,0.030303030303030304,0.11675143140453567,0.07859335373207214,0.08,0.31653161317837675,0.13229751557572456,0.031522918005755206,0.07896182367481443,0.03152277010561938,0.07607303010890448,0.0,0.045454545454545456,0.0,0.40625,0.11504424778761062,0.12355619724566834,0.11591020009760854,0.019999999999999997
0.00882976218507181,0.0,0.0,0.0,0.009596008060646768,0.004564933231953481,0.54,0.04164889647083904,0.058402100937290376,0.0002409363593624033,0.0034331227684701927,0.00024079128262681154,0.016015374759769364,0.0,0.022727272727272728,0.0,0.1875,0.035398230088495575,0.00971790315415369,0.010167561412070925,0.0
0.05886508123381207,0.057692307692307696,0.0,0.06060606060606061,0.048779707641621074,0.03244240556818319,0.12,0.17492536517752397,0.09883855088070119,0.007190827762419635,0.030898104916231732,0.007190956051169611,0.08808456117873151,0.0,0.0,0.0,0.46875,0.08849557522123894,0.05553087516659251,0.04270375793069788,0.060000000000000005
